codigo_ibge,anomes_s,qtd_familias_beneficiarias_bolsa_familia_s,valor_repassado_bolsa_familia_s,pbf_vlr_medio_benef_f
330415,202502,2710,1767080.0,652.06
330420,202502,7799,5087865.0,652.37
330430,202502,7880,5078982.0,644.54
330440,202502,1991,1311645.0,658.79
330450,202502,1041,699424.0,671.88
330452,202502,12115,8021724.0,662.13
330455,202502,504591,331354780.0,656.68
330460,202502,781,520890.0,666.95
330470,202502,3510,2354837.0,670.89
330475,202502,7244,4926326.0,680.06
330480,202502,4238,2705564.0,638.41
330490,202502,73121,48040198.0,657.0
330500,202502,5979,3946573.0,660.07
330510,202502,41140,27575487.0,670.28
330513,202502,859,541669.0,630.58
330515,202502,1632,1026201.0,628.8
330520,202502,9212,6127718.0,665.19
330530,202502,863,575573.0,666.94
330540,202502,1876,1265186.0,674.41
330550,202502,9395,6244825.0,664.7
330555,202502,16118,10609307.0,658.23
330560,202502,2585,1734324.0,670.92
330570,202502,2324,1511052.0,650.19
330575,202502,4958,3236140.0,652.71
330580,202502,15011,9868644.0,657.43
330590,202502,1001,655984.0,655.33
330600,202502,8114,5437088.0,670.09
330610,202502,7352,4894737.0,665.77
330615,202502,1664,1151965.0,692.29
330620,202502,3324,2234334.0,672.18
330630,202502,20136,13137550.0,652.44
350010,202502,764,487088.0,637.55
350020,202502,189,124646.0,659.5
350030,202502,2278,1551436.0,681.05
350040,202502,244,163435.0,669.82
350050,202502,464,300743.0,648.15
350055,202502,490,327410.0,668.18
350060,202502,73,44437.0,608.73
350070,202502,1651,1094171.0,662.73
350075,202502,252,165299.0,655.95
350080,202502,277,175983.0,635.32
350090,202502,207,134425.0,649.4
350100,202502,1232,820661.0,666.12
350110,202502,311,205937.0,662.18
350115,202502,541,359991.0,665.42
350120,202502,201,131043.0,651.96
350130,202502,2026,1352688.0,667.66
350140,202502,324,223470.0,689.72
350150,202502,219,143847.0,656.84
350160,202502,6573,4384388.0,667.03
350170,202502,1586,1040066.0,655.78
350180,202502,342,218712.0,639.51
350190,202502,2057,1286979.0,625.66
350200,202502,261,172367.0,660.41
350210,202502,3555,2347412.0,660.31
350220,202502,1666,1125117.0,675.34
350230,202502,621,431429.0,694.73
350240,202502,173,110215.0,637.08
350250,202502,1649,1087822.0,659.69
350260,202502,270,169321.0,627.11
350270,202502,2571,1669925.0,649.52
350275,202502,2083,1405758.0,674.87
350280,202502,8946,5871593.0,656.34
350290,202502,1682,1105310.0,657.14
350300,202502,368,249139.0,677.01
350310,202502,455,308989.0,679.1
350315,202502,289,197014.0,681.71
350320,202502,8590,5653746.0,658.18
350330,202502,6184,4161615.0,672.96
350335,202502,160,103091.0,644.32
350340,202502,582,393307.0,675.79
350350,202502,405,274969.0,678.94
350360,202502,648,424539.0,655.15
350370,202502,306,188394.0,615.67
350380,202502,2295,1527117.0,665.41
350390,202502,7155,4734849.0,661.75
350395,202502,87,54712.0,628.87
350400,202502,4481,2955045.0,659.46
350410,202502,4681,3091978.0,660.54
350420,202502,477,300423.0,629.82
350430,202502,441,298505.0,676.88
350440,202502,1130,745867.0,660.06
350450,202502,4467,3092070.0,692.2
350460,202502,1034,693497.0,670.69
350470,202502,141,95700.0,678.72
350480,202502,311,196792.0,632.77
350490,202502,953,635585.0,666.93
350500,202502,276,183983.0,666.61
350510,202502,659,444990.0,675.25
350520,202502,1555,1084285.0,697.29
350530,202502,1450,970491.0,669.3
350535,202502,1059,698388.0,659.48
350540,202502,1196,825682.0,690.37
350550,202502,4549,2866036.0,630.04
350560,202502,2667,1824856.0,684.24
350570,202502,16874,10901280.0,646.04
350580,202502,787,500545.0,636.02
350590,202502,2849,1913535.0,671.65
350600,202502,15101,10144128.0,671.75
350610,202502,3378,2219775.0,657.13
350620,202502,173,113915.0,658.47
350630,202502,852,566400.0,664.79
350635,202502,6124,4182505.0,682.97
350640,202502,242,155067.0,640.77
350650,202502,4317,2872970.0,665.5
350660,202502,3293,2206231.0,669.98
350670,202502,844,546161.0,647.11
350680,202502,676,469927.0,695.16
350690,202502,762,488398.0,640.94
350700,202502,3339,2232835.0,668.71
350710,202502,1819,1217097.0,669.1
350715,202502,532,352028.0,661.71
350720,202502,47,29582.0,629.4
350730,202502,278,181520.0,652.95
350740,202502,592,374939.0,633.34
350745,202502,224,158588.0,707.98
350750,202502,7154,4630652.0,647.28
350760,202502,7601,4879952.0,642.01
350770,202502,493,340983.0,691.65
350775,202502,270,171613.0,635.6
350780,202502,1141,799110.0,700.36
350790,202502,585,389900.0,666.5
350800,202502,3093,2113811.0,683.42
350810,202502,1305,873500.0,669.35
350820,202502,335,215947.0,644.62
350830,202502,322,213940.0,664.41
350840,202502,2099,1419938.0,676.48
350850,202502,4376,2896437.0,661.89
350860,202502,2389,1601122.0,670.21
350870,202502,1167,755827.0,647.67
350880,202502,1197,803237.0,671.04
350890,202502,175,116740.0,667.09
350900,202502,4765,3166231.0,664.48
350910,202502,515,325791.0,632.6
350920,202502,6707,4458921.0,664.82
350925,202502,2659,1772195.0,666.49
350930,202502,478,301901.0,631.59
350940,202502,1421,949012.0,667.85
350945,202502,523,333431.0,637.54
350950,202502,57810,38086006.0,658.81
350960,202502,4619,3096546.0,670.39
350970,202502,1453,948210.0,652.59
350980,202502,527,361478.0,685.92
350990,202502,1500,1036426.0,690.95
350995,202502,547,369094.0,674.76
351000,202502,975,617021.0,632.84
351010,202502,145,99608.0,686.95
351015,202502,521,346807.0,665.66
351020,202502,4205,2739913.0,651.58
351030,202502,1756,1146273.0,652.78
351040,202502,3012,1971287.0,654.48
351050,202502,8858,5968721.0,673.82
351060,202502,27090,18103617.0,668.28
351070,202502,415,265501.0,639.76
351080,202502,1466,950040.0,648.05
351090,202502,164,106388.0,648.71
351100,202502,1434,929960.0,648.51
351110,202502,2813,1837345.0,653.16
351120,202502,237,149197.0,629.52
351130,202502,211,137719.0,652.7
351140,202502,1002,655743.0,654.43
351150,202502,743,407391.0,548.31
351160,202502,548,364706.0,665.52
351170,202502,884,597090.0,675.44
351190,202502,417,270874.0,649.58
351200,202502,538,329547.0,612.54
351210,202502,588,390180.0,663.57
351220,202502,1968,1363215.0,692.69
351230,202502,1155,768222.0,665.13
351240,202502,401,193314.0,482.08
351250,202502,362,230994.0,638.1
351260,202502,383,251720.0,657.23
351270,202502,201,134011.0,666.72
351280,202502,1712,1101880.0,643.62
351290,202502,639,423157.0,662.22
351300,202502,11295,7528298.0,666.52
351310,202502,1836,1174490.0,639.7
351320,202502,268,169206.0,631.37
351330,202502,119,78654.0,660.96
351340,202502,5303,3501318.0,660.25
351350,202502,8764,5757123.0,656.91
351360,202502,2314,1459254.0,630.62
351370,202502,702,445127.0,634.08
351380,202502,27073,17793877.0,657.26
351385,202502,85,46901.0,551.78
351390,202502,835,560749.0,671.56
351400,202502,570,376886.0,661.2
351410,202502,1427,969073.0,679.1
351420,202502,204,138199.0,677.45
351430,202502,498,316954.0,636.45
351440,202502,1547,1017388.0,657.65
351450,202502,657,437249.0,665.52
351460,202502,537,351480.0,654.53
351470,202502,638,427504.0,670.07
351480,202502,1472,981544.0,666.81
351490,202502,1300,868785.0,668.3
351492,202502,193,129453.0,670.74
351495,202502,100,63476.0,634.76
351500,202502,23389,15665155.0,669.77
351510,202502,5881,3946961.0,671.14
351512,202502,165,107272.0,650.13
351515,202502,989,637299.0,644.39
351518,202502,810,540042.0,666.72
351519,202502,174,116053.0,666.97
351520,202502,330,211785.0,641.77
351530,202502,111,70146.0,631.95
351535,202502,767,502305.0,654.9
351540,202502,1217,796681.0,654.63
351550,202502,2756,1787374.0,648.54
351560,202502,249,166731.0,669.6
351565,202502,144,97852.0,679.53
351570,202502,15642,10769014.0,688.47
351580,202502,74,46703.0,631.12
351590,202502,113,72548.0,642.02
351600,202502,684,436716.0,638.47
351610,202502,275,186403.0,677.83
351620,202502,12343,8426210.0,682.67
351630,202502,15636,10500281.0,671.55
351640,202502,11681,7691882.0,658.5
351650,202502,87,59211.0,680.59
351660,202502,261,173765.0,665.77
351670,202502,2599,1756517.0,675.84
351680,202502,161,101966.0,633.33
351685,202502,197,127443.0,646.92
351690,202502,364,236739.0,650.38
351700,202502,723,466982.0,645.89
351710,202502,396,260303.0,657.33
351720,202502,674,458304.0,679.98
351730,202502,494,325198.0,658.3
351740,202502,2000,1296909.0,648.45
351750,202502,776,508577.0,655.38
351760,202502,1747,1119225.0,640.66
351770,202502,1461,948903.0,649.49
351780,202502,381,244013.0,640.45
351790,202502,715,467481.0,653.82
351800,202502,92,53507.0,581.6
351810,202502,681,467194.0,686.04
351820,202502,1476,992866.0,672.67
351830,202502,2723,1797959.0,660.29
351840,202502,5868,3999183.0,681.52
351850,202502,592,391144.0,660.72
351860,202502,1712,1160909.0,678.1
351870,202502,19289,13133704.0,680.89
351880,202502,108100,72306861.0,668.89
351885,202502,549,375788.0,684.5
351890,202502,252,169214.0,671.48
351900,202502,819,549728.0,671.22
351905,202502,311,208439.0,670.22
351907,202502,12921,8373832.0,648.08
351910,202502,881,587407.0,666.75
351920,202502,481,312608.0,649.91
351925,202502,566,383371.0,677.33
351930,202502,2936,1914104.0,651.94
351940,202502,513,330622.0,644.49
351950,202502,863,571162.0,661.83
351960,202502,2599,1685985.0,648.71
351970,202502,7675,5196994.0,677.13
351980,202502,410,268534.0,654.96
351990,202502,630,410341.0,651.33
352000,202502,1839,1212984.0,659.59
352010,202502,1094,724411.0,662.17
352020,202502,845,573903.0,679.18
352030,202502,4222,2790142.0,660.86
352040,202502,1859,1220814.0,656.7
352042,202502,1855,1232494.0,664.42
352044,202502,588,367641.0,625.24
352050,202502,5189,3464225.0,667.61
352060,202502,429,281821.0,656.93
352070,202502,286,177365.0,620.16
352080,202502,133,87236.0,655.91
352090,202502,881,589174.0,668.76
352100,202502,2482,1693255.0,682.21
352110,202502,320,205082.0,640.88
352115,202502,268,180418.0,673.2
352120,202502,483,327686.0,678.44
352130,202502,862,563555.0,653.78
352140,202502,595,380420.0,639.36
352150,202502,451,311628.0,690.97
352160,202502,402,255511.0,635.6
352170,202502,1523,974668.0,639.97
352180,202502,1608,1097656.0,682.62
352190,202502,796,538244.0,676.19
352200,202502,162,105046.0,648.43
352210,202502,12223,8565115.0,700.74
352215,202502,432,280446.0,649.18
352220,202502,15436,10225815.0,662.47
352230,202502,8813,5834009.0,661.98
352240,202502,7345,4904898.0,667.79
352250,202502,18957,12665910.0,668.14
352260,202502,2123,1350067.0,635.92
352265,202502,707,471447.0,666.83
352270,202502,1376,904500.0,657.34
352280,202502,1554,1025440.0,659.87
352290,202502,564,379276.0,672.48
352300,202502,388,252977.0,652.0
352310,202502,38690,26551526.0,686.26
352320,202502,4773,3136934.0,657.22
352330,202502,1698,1145554.0,674.65
352340,202502,4454,2855192.0,641.04
352350,202502,1355,875089.0,645.82
352360,202502,859,557019.0,648.45
352370,202502,632,433655.0,686.16
352380,202502,390,246339.0,631.64
352390,202502,8024,5313851.0,662.24
352400,202502,2379,1605079.0,674.69
352410,202502,1877,1198556.0,638.55
352420,202502,423,287357.0,679.33
352430,202502,4135,2681281.0,648.44
352440,202502,8920,5706420.0,639.73
352450,202502,295,190511.0,645.8
352460,202502,1467,975200.0,664.76
352470,202502,1663,1079942.0,649.39
352480,202502,1735,1083003.0,624.21
352490,202502,353,241775.0,684.92
352500,202502,4335,2823647.0,651.36
352510,202502,2413,1656427.0,686.46
352520,202502,1402,922940.0,658.3
352530,202502,4851,3159223.0,651.25
352540,202502,288,187498.0,651.03
352550,202502,592,399137.0,674.22
352560,202502,371,250413.0,674.97
352570,202502,789,515041.0,652.78
352580,202502,470,324631.0,690.7
352585,202502,121,77086.0,637.07
352590,202502,7661,5291445.0,690.7
352600,202502,1097,693369.0,632.06
352610,202502,1678,1137956.0,678.16
352620,202502,3350,2257912.0,674.0
352630,202502,408,267606.0,655.9
352640,202502,1639,1063187.0,648.68
352650,202502,221,144600.0,654.3
352660,202502,659,446839.0,678.06
352670,202502,5085,3363717.0,661.5
352680,202502,1913,1226241.0,641.0
352690,202502,13799,9157540.0,663.64
352700,202502,367,237685.0,647.64
352710,202502,3109,2070478.0,665.96
352720,202502,5886,3893660.0,661.51
352725,202502,159,104378.0,656.47
352730,202502,1728,1107656.0,641.0
352740,202502,1021,658910.0,645.36
352750,202502,148,97982.0,662.04
352760,202502,736,487015.0,661.71
352770,202502,487,338219.0,694.49
352780,202502,266,165537.0,622.32
352790,202502,161,101686.0,631.59
352800,202502,451,289712.0,642.38
352810,202502,515,338972.0,658.2
352820,202502,138,90051.0,652.54
352830,202502,122,73577.0,603.09
352840,202502,2628,1755209.0,667.89
352850,202502,7793,5183931.0,665.2
352860,202502,517,345134.0,667.57
352870,202502,363,232477.0,640.43
352880,202502,732,477271.0,652.01
352885,202502,171,110491.0,646.15
352890,202502,297,197348.0,664.47
352900,202502,8630,5667546.0,656.73
352910,202502,91,56091.0,616.38
352920,202502,1694,1137488.0,671.48
352930,202502,3414,2187845.0,640.85
352940,202502,21033,14218081.0,675.99
352950,202502,215,139787.0,650.17
352960,202502,182,111581.0,613.08
352965,202502,96,55447.0,577.57
352970,202502,2246,1492481.0,664.51
352980,202502,892,576762.0,646.59
352990,202502,2632,1793987.0,681.61
353000,202502,124,77414.0,624.31
353010,202502,1091,720246.0,660.17
353020,202502,1064,699303.0,657.24
353030,202502,1810,1203430.0,664.88
353040,202502,314,208318.0,663.43
353050,202502,2833,1931675.0,681.85
353060,202502,35565,23796702.0,669.1
353070,202502,5546,3633925.0,655.23
353080,202502,2523,1648620.0,653.44
353090,202502,282,191035.0,677.43
353100,202502,79,47266.0,598.3
353110,202502,5230,3602419.0,688.8
353120,202502,229,147675.0,644.87
353130,202502,1222,793548.0,649.38
353140,202502,1282,797159.0,621.81
353150,202502,799,530604.0,664.09
353160,202502,252,165533.0,656.88
353170,202502,416,283129.0,680.6
353180,202502,4833,3167711.0,655.43
353190,202502,1841,1207272.0,655.77
353200,202502,676,461045.0,682.02
353205,202502,245,155022.0,632.74
353210,202502,354,228251.0,644.78
353215,202502,189,122435.0,647.8
353220,202502,337,231167.0,685.96
353230,202502,400,272212.0,680.53
353240,202502,1622,1091151.0,672.72
353250,202502,470,309310.0,658.11
353260,202502,452,297791.0,658.83
353270,202502,373,245993.0,659.5
353280,202502,289,193314.0,668.91
353282,202502,1123,734782.0,654.3
353284,202502,95,57685.0,607.21
353286,202502,44,26174.0,594.86
353290,202502,360,224092.0,622.48
353300,202502,1008,666149.0,660.86
353310,202502,194,131278.0,676.69
353320,202502,323,216427.0,670.05
353325,202502,313,213059.0,680.7
353330,202502,191,121565.0,636.47
353340,202502,1965,1287709.0,655.32
353350,202502,1532,974690.0,636.22
353360,202502,355,247406.0,696.92
353370,202502,415,279679.0,673.93
353380,202502,189,126795.0,670.87
353390,202502,2645,1733927.0,655.55
353400,202502,217,134896.0,621.64
353410,202502,285,196190.0,688.39
353420,202502,179,123558.0,690.27
353430,202502,1245,822775.0,660.86
353440,202502,42556,28313702.0,665.33
353450,202502,126,76328.0,605.78
353460,202502,1025,637090.0,621.55
353470,202502,4766,3206897.0,672.87
353475,202502,431,243754.0,565.55
353480,202502,929,633401.0,681.81
353490,202502,615,423579.0,688.75
353500,202502,627,414414.0,660.95
353510,202502,390,246619.0,632.36
353520,202502,353,221334.0,627.01
353530,202502,1576,1046396.0,663.96
353540,202502,1482,1017686.0,686.7
353550,202502,3591,2385341.0,664.26
353560,202502,1100,719494.0,654.09
353570,202502,208,129951.0,624.76
353580,202502,1407,918827.0,653.04
353590,202502,304,206027.0,677.72
353600,202502,698,447905.0,641.7
353610,202502,371,239801.0,646.36
353620,202502,1229,823834.0,670.33
353625,202502,213,128048.0,601.16
353630,202502,946,650604.0,687.74
353640,202502,852,570946.0,670.12
353650,202502,3816,2488571.0,652.14
353657,202502,144,98915.0,686.91
353660,202502,693,455810.0,657.73
353670,202502,2146,1377636.0,641.96
353680,202502,346,232457.0,671.84
353690,202502,84,53699.0,639.27
353700,202502,1081,702541.0,649.9
353710,202502,1620,1077823.0,665.32
353715,202502,138,87669.0,635.28
353720,202502,1030,703888.0,683.39
353730,202502,3405,2320437.0,681.48
353740,202502,1257,821787.0,653.77
353750,202502,348,220714.0,634.24
353760,202502,6922,4679300.0,676.0
353770,202502,136,89565.0,658.57
353780,202502,5024,3339831.0,664.78
353790,202502,974,629037.0,645.83
353800,202502,10706,7186337.0,671.24
353810,202502,546,352783.0,646.12
353820,202502,632,417424.0,660.48
353830,202502,325,206786.0,636.26
353850,202502,731,495955.0,678.46
353860,202502,1473,935043.0,634.79
353870,202502,13375,8572434.0,640.93
353880,202502,1827,1238511.0,677.89
353890,202502,1656,1086935.0,656.36
353900,202502,254,167911.0,661.07
353910,202502,1841,1252266.0,680.21
353920,202502,780,502491.0,644.22
353930,202502,2523,1700635.0,674.05
353940,202502,512,322610.0,630.1
353950,202502,1864,1225963.0,657.71
353960,202502,217,127834.0,589.1
353970,202502,386,260076.0,673.77
353980,202502,10567,7043439.0,666.55
353990,202502,382,257079.0,672.98
354000,202502,629,407011.0,647.08
354010,202502,221,147832.0,668.92
354020,202502,2123,1382652.0,651.27
354025,202502,260,179675.0,691.06
354030,202502,132,84325.0,638.83
354040,202502,299,189038.0,632.23
354050,202502,519,348167.0,670.84
354060,202502,2430,1610746.0,662.86
354070,202502,1557,980338.0,629.63
354075,202502,1677,1138771.0,679.05
354080,202502,651,427170.0,656.18
354085,202502,198,130813.0,660.67
354090,202502,1037,679532.0,655.29
354100,202502,16225,11146396.0,686.99
354105,202502,544,365480.0,671.84
354110,202502,249,159704.0,641.38
354120,202502,600,389398.0,649.0
354130,202502,2495,1645443.0,659.5
354140,202502,9572,6340294.0,662.38
354150,202502,1371,873146.0,636.87
354160,202502,1854,1245258.0,671.66
354165,202502,394,268091.0,680.43
354170,202502,940,603418.0,641.93
354180,202502,178,107880.0,606.07
354190,202502,738,494986.0,670.71
354200,202502,493,323051.0,655.28
354210,202502,490,332082.0,677.72
354220,202502,1597,1015035.0,635.59
354230,202502,436,291214.0,667.92
354240,202502,896,582164.0,649.74
354250,202502,276,182037.0,659.55
354260,202502,5188,3469623.0,668.78
354270,202502,517,352527.0,681.87
354280,202502,487,311702.0,640.05
354290,202502,615,401467.0,652.79
354300,202502,2578,1710920.0,663.66
354310,202502,463,322088.0,695.65
354320,202502,387,255133.0,659.26
354323,202502,170,112247.0,660.28
354325,202502,354,226606.0,640.13
354330,202502,5037,3267630.0,648.73
354340,202502,23194,15286244.0,659.06
354350,202502,791,500888.0,633.23
354360,202502,263,175072.0,665.67
354370,202502,572,372744.0,651.65
354380,202502,160,94776.0,592.35
354390,202502,6718,4351657.0,647.76
354400,202502,681,437162.0,641.94
354410,202502,3869,2572703.0,664.95
354420,202502,629,397445.0,631.87
354425,202502,1471,951003.0,646.5
354430,202502,850,571460.0,672.31
354440,202502,207,137175.0,662.68
354450,202502,165,113860.0,690.06
354460,202502,296,192804.0,651.36
354470,202502,139,82578.0,594.09
354480,202502,527,341665.0,648.32
354490,202502,365,242909.0,665.5
354500,202502,1283,879115.0,685.2
354510,202502,346,216663.0,626.19
354515,202502,131,84875.0,647.9
354520,202502,4698,3200707.0,681.29
354530,202502,3244,2131963.0,657.2
354540,202502,538,346772.0,644.56
354550,202502,319,209513.0,656.78
354560,202502,679,442588.0,651.82
354570,202502,92,54697.0,594.53
354580,202502,4387,2900639.0,661.19
354600,202502,1027,670249.0,652.63
354610,202502,133,88532.0,665.65
354620,202502,198,132084.0,667.09
354625,202502,80,49940.0,624.25
354630,202502,1511,999366.0,661.39
354640,202502,2058,1338038.0,650.16
354650,202502,347,238343.0,686.87
354660,202502,991,622476.0,628.13
354670,202502,512,320535.0,626.04
354680,202502,4102,2787736.0,679.6
354690,202502,228,147858.0,648.5
354700,202502,377,255709.0,678.27
354710,202502,206,135334.0,656.96
354720,202502,68,43196.0,635.24
354730,202502,6667,4376608.0,656.46
354740,202502,48,28056.0,584.5
354750,202502,992,658836.0,664.15
354760,202502,1053,685948.0,651.42
354765,202502,55,36983.0,672.42
354770,202502,1321,873104.0,660.94
354780,202502,37789,24817603.0,656.74
354790,202502,496,333014.0,671.4
354800,202502,1261,821551.0,651.51
354805,202502,653,429457.0,657.67
354810,202502,223,160072.0,717.81
354820,202502,367,222121.0,605.23
354830,202502,169,109487.0,647.85
354840,202502,302,193764.0,641.6
354850,202502,14614,9715791.0,664.83
354860,202502,585,377871.0,645.93
354870,202502,40882,26422563.0,646.31
354880,202502,2436,1542598.0,633.25
354890,202502,9606,6345126.0,660.54
354900,202502,141,85895.0,609.18
354910,202502,2311,1523984.0,659.45
354920,202502,81,50041.0,617.79
354925,202502,60,39366.0,656.1
354930,202502,111,72400.0,652.25
354940,202502,1666,1104920.0,663.22
354950,202502,821,557784.0,679.4
354960,202502,362,240887.0,665.43
354970,202502,2784,1865911.0,670.23
354980,202502,18226,11958770.0,656.14
354990,202502,35679,23333489.0,653.98
354995,202502,1598,1052123.0,658.4
355000,202502,716,464942.0,649.36
355010,202502,1779,1184541.0,665.85
355020,202502,1727,1100519.0,637.24
355030,202502,686162,452518060.0,659.49
355040,202502,1875,1230149.0,656.08
355050,202502,450,295561.0,656.8
355060,202502,3693,2433602.0,658.98
355070,202502,5661,3746147.0,661.75
355080,202502,286,189762.0,663.5
355090,202502,700,458672.0,655.25
355100,202502,22120,15187294.0,686.59
355110,202502,272,183229.0,673.64
355120,202502,314,209653.0,667.68
355130,202502,277,187732.0,677.73
355140,202502,1205,789476.0,655.17
355150,202502,2657,1766608.0,664.89
355160,202502,911,599592.0,658.17
355170,202502,6090,4087216.0,671.14
355180,202502,1722,1179314.0,684.85
355190,202502,871,575797.0,661.08
355200,202502,549,379855.0,691.9
355210,202502,1517,1037741.0,684.07
355220,202502,32774,21847663.0,666.62
355230,202502,389,256817.0,660.2
355240,202502,13828,9272151.0,670.53
355250,202502,25840,17440126.0,674.93
355255,202502,211,131339.0,622.46
355260,202502,612,389893.0,637.08
355270,202502,573,385955.0,673.57
355280,202502,16289,10591048.0,650.2
355290,202502,518,334118.0,645.02
355300,202502,844,550664.0,652.45
355310,202502,373,250259.0,670.94
355320,202502,214,133790.0,625.19
355330,202502,1462,991638.0,678.27
355340,202502,1568,1044831.0,666.35
355350,202502,822,561083.0,682.58
355360,202502,667,420225.0,630.02
355365,202502,88,54526.0,619.61
355370,202502,3096,2051356.0,662.58
355380,202502,1358,856681.0,630.84
355385,202502,825,534228.0,647.55
355390,202502,368,235955.0,641.18
355395,202502,747,495464.0,663.27
355400,202502,6729,4499459.0,668.67
355410,202502,11614,7939712.0,683.63
355420,202502,318,218576.0,687.35
355430,202502,1937,1295018.0,668.57
355440,202502,229,150231.0,656.03
355450,202502,1344,854419.0,635.73
355460,202502,240,160740.0,669.75
355465,202502,272,176501.0,648.9
355470,202502,365,247385.0,677.77
355475,202502,151,97891.0,648.28
355480,202502,2338,1583540.0,677.31
355490,202502,262,177508.0,677.51
355495,202502,367,239751.0,653.27
355500,202502,2995,1946848.0,650.03
355510,202502,580,369934.0,637.82
355520,202502,80,54846.0,685.58
355530,202502,89,59590.0,669.55
355535,202502,255,158956.0,623.36
355540,202502,8431,5627853.0,667.52
355550,202502,385,256148.0,665.32
355560,202502,268,164634.0,614.31
355570,202502,105,75710.0,721.05
355580,202502,236,143917.0,609.82
355590,202502,72,47700.0,662.5
355600,202502,385,247237.0,642.17
355610,202502,699,429206.0,614.03
355620,202502,3096,2068855.0,668.23
355630,202502,1497,1021611.0,682.44
355635,202502,438,287839.0,657.17
355640,202502,1529,1087999.0,711.58
355645,202502,1453,981122.0,675.24
355650,202502,5246,3467033.0,660.89
355660,202502,350,233264.0,666.47
355670,202502,2260,1460804.0,646.37
355680,202502,463,319127.0,689.26
355690,202502,264,193816.0,734.15
355695,202502,55,32578.0,592.33
355700,202502,6125,4144246.0,676.61
355710,202502,3708,2410863.0,650.18
355715,202502,132,88802.0,672.74
355720,202502,841,558850.0,664.51
355730,202502,508,339547.0,668.4
410010,202502,501,332792.0,664.26
410020,202502,518,340605.0,657.54
410030,202502,1049,711730.0,678.48
410040,202502,6774,4544068.0,670.81
410045,202502,274,175743.0,641.4
410050,202502,689,446839.0,648.53
410060,202502,1079,729183.0,675.8
410070,202502,701,439574.0,627.07
410080,202502,688,476038.0,691.92
410090,202502,490,334016.0,681.67
410100,202502,423,270109.0,638.56
410105,202502,228,151768.0,665.65
410110,202502,1534,1100515.0,717.42
410115,202502,153,98403.0,643.16
410120,202502,2281,1524678.0,668.43
410130,202502,889,594279.0,668.48
410140,202502,6601,4392728.0,665.46
410150,202502,4676,3081630.0,659.03
410160,202502,1458,963310.0,660.71
410165,202502,329,210636.0,640.23
410170,202502,692,449585.0,649.69
410180,202502,8252,5483220.0,664.47
410185,202502,167,101240.0,606.23
410190,202502,672,395653.0,588.77
410200,202502,1454,946608.0,651.04
410210,202502,1007,646345.0,641.85
410220,202502,205,131851.0,643.18
410230,202502,835,549057.0,657.55
410240,202502,1440,970301.0,673.82
410250,202502,807,513391.0,636.17
410260,202502,784,515862.0,657.99
410270,202502,237,159169.0,671.6
410275,202502,243,161410.0,664.24
410280,202502,959,640201.0,667.57
410290,202502,1575,1018988.0,646.98
410300,202502,309,195148.0,631.55
410302,202502,120,70877.0,590.64
410304,202502,781,496371.0,635.56
410305,202502,885,594518.0,671.77
410310,202502,1672,1148054.0,686.64
410315,202502,262,168078.0,641.52
410320,202502,220,138828.0,631.04
410322,202502,137,79183.0,577.98
410330,202502,454,288470.0,635.4
410335,202502,293,181856.0,620.67
410337,202502,215,142890.0,664.6
410340,202502,144,90341.0,627.37
410345,202502,1178,773478.0,656.6
410347,202502,230,144581.0,628.61
410350,202502,716,473665.0,661.54
410360,202502,1487,997817.0,671.03
410370,202502,5029,3327006.0,661.56
410380,202502,546,347560.0,636.56
410390,202502,1133,755857.0,667.13
410395,202502,406,282762.0,696.46
410400,202502,3701,2473520.0,668.34
410405,202502,340,222837.0,655.4
410410,202502,1066,734452.0,688.98
410420,202502,6135,4076104.0,664.4
410425,202502,1574,1039659.0,660.52
410430,202502,5034,3324091.0,660.33
410440,202502,1642,1095680.0,667.28
410442,202502,1083,666884.0,615.77
410445,202502,570,387714.0,680.2
410450,202502,624,418613.0,670.85
410460,202502,1231,802964.0,652.29
410465,202502,1134,783031.0,690.5
410470,202502,981,693063.0,706.49
410480,202502,12778,8403580.0,657.66
410490,202502,6218,4210528.0,677.15
410500,202502,436,280042.0,642.3
410510,202502,679,445959.0,656.79
410520,202502,2236,1500296.0,670.97
410530,202502,200,129016.0,645.08
410540,202502,1202,806164.0,670.69
410550,202502,2540,1625019.0,639.77
410560,202502,428,261120.0,610.09
410570,202502,985,658119.0,668.14
410580,202502,13974,9228326.0,660.39
410590,202502,532,348704.0,655.46
410600,202502,1051,714136.0,679.48
410610,202502,268,176227.0,657.56
410620,202502,1370,950147.0,693.54
410630,202502,566,325436.0,574.98
410640,202502,1607,1079651.0,671.84
410645,202502,829,565708.0,682.4
410650,202502,1078,697263.0,646.81
410655,202502,281,182439.0,649.25
410657,202502,234,148847.0,636.1
410660,202502,1078,701398.0,650.65
410670,202502,270,172019.0,637.11
410680,202502,1344,900784.0,670.23
410685,202502,263,162138.0,616.49
410690,202502,60288,38818199.0,643.88
410700,202502,1222,828683.0,678.14
410710,202502,304,203556.0,669.59
410712,202502,401,262538.0,654.71
410715,202502,357,245431.0,687.48
410720,202502,1481,952207.0,642.95
410725,202502,338,215317.0,637.03
410730,202502,254,159680.0,628.66
410740,202502,417,282097.0,676.49
410750,202502,796,507023.0,636.96
410752,202502,95,63840.0,672.0
410753,202502,63,41644.0,661.02
410754,202502,728,500620.0,687.66
410755,202502,201,132416.0,658.79
